free  energy   TOTEN,energy  without entropy,energy(sigma->0),kin. lattice  EKIN_LAT,nose potential ES,nose kinetic   EPS,total energy   ETOTAL,(temperature
-919.0247658,-919.0768921,-919.04214123,0.0,-5.35224,0.011224,-916.946651,536.42
-919.03722208,-919.0891977,-919.05454729,0.0,-5.307201,0.014419,-916.946574,533.84
-919.04539862,-919.09700002,-919.06259909,0.0,-5.256762,0.0177,-916.946485,530.55
-919.04909504,-919.10015066,-919.06611358,0.0,-5.201446,0.020896,-916.946302,526.6
-919.04846584,-919.09885934,-919.06526367,0.0,-5.141879,0.023829,-916.946212,522.04
-919.04356933,-919.09323746,-919.06012537,0.0,-5.078786,0.026325,-916.946078,516.95
-919.03464299,-919.08357319,-919.05095305,0.0,-5.012975,0.028227,-916.945984,511.42
-919.02181734,-919.07004402,-919.0378929,0.0,-4.945324,0.029406,-916.945923,505.52
-919.00534626,-919.05294564,-919.02121272,0.0,-4.876771,0.02977,-916.945814,499.36
-918.9856955,-919.03278018,-919.00139039,0.0,-4.808294,0.029275,-916.945682,493.03
-918.96327067,-919.00998319,-918.97884151,0.0,-4.740898,0.027927,-916.94557,486.64
-918.93855333,-918.98505989,-918.95405552,0.0,-4.675598,0.025786,-916.945472,480.29
-918.91218368,-918.95866497,-918.92767744,0.0,-4.613402,0.022964,-916.945396,474.1
-918.88454806,-918.93119253,-918.90009622,0.0,-4.555293,0.01962,-916.945282,468.15
-918.85623579,-918.90323161,-918.87190106,0.0,-4.502216,0.015948,-916.945201,462.54
-918.82782395,-918.87535216,-918.84366669,0.0,-4.455063,0.012176,-916.94512,457.35
-918.79978655,-918.84801718,-918.81586343,0.0,-4.414656,0.008543,-916.94502,452.67
-918.77265887,-918.82174722,-918.78902165,0.0,-4.381739,0.005294,-916.9449,448.58
-918.74695814,-918.79704268,-918.76365299,0.0,-4.356962,0.00266,-916.944764,445.13
-918.72320239,-918.77440431,-918.7402697,0.0,-4.340873,0.00085,-916.944654,442.38
-918.70183469,-918.75425845,-918.71930928,0.0,-4.333908,3.4e-05,-916.944588,440.4
-918.68314694,-918.73687844,-918.70105744,0.0,-4.336381,0.000331,-916.944484,439.21
-918.66759775,-918.72270292,-918.68596614,0.0,-4.348481,0.001808,-916.944434,438.86
-918.65542382,-918.71194775,-918.67426513,0.0,-4.370263,0.004462,-916.944343,439.37
-918.64680639,-918.70477088,-918.66612789,0.0,-4.401646,0.008226,-916.944256,440.75
-918.64199243,-918.70139499,-918.66179328,0.0,-4.442412,0.012968,-916.944204,443.01
-918.64112092,-918.7019346,-918.66139215,0.0,-4.4922,0.018489,-916.944129,446.15
-918.64405611,-918.70622966,-918.66478063,0.0,-4.550511,0.024538,-916.944049,450.15
-918.65064857,-918.71410632,-918.67180115,0.0,-4.61671,0.030822,-916.943979,454.96
-918.66084258,-918.72548556,-918.68239024,0.0,-4.690033,0.037016,-916.943915,460.56
-918.67451578,-918.74022212,-918.69641789,0.0,-4.76959,0.042786,-916.943829,466.89
-918.6915265,-918.75815189,-918.71373497,0.0,-4.854376,0.047802,-916.943784,473.89
-918.71143046,-918.77880915,-918.73389002,0.0,-4.94328,0.05176,-916.94375,481.47
-918.73377511,-918.80172222,-918.75642414,0.0,-5.035096,0.054406,-916.943702,489.54
-918.75814814,-918.82646315,-918.78091981,0.0,-5.128543,0.055552,-916.943691,497.98
-918.78402444,-918.85249754,-918.8068488,0.0,-5.222281,0.055091,-916.943675,506.66
-918.81095803,-918.87937877,-918.83376495,0.0,-5.314932,0.053009,-916.943668,515.46
-918.83840403,-918.90657286,-918.86112698,0.0,-5.405099,0.049393,-916.94371,524.22
-918.86574722,-918.93348702,-918.88832715,0.0,-5.491389,0.04443,-916.943717,532.79
-918.89254237,-918.95971067,-918.9149318,0.0,-5.572441,0.0384,-916.943752,541.02
-918.91822677,-918.98472227,-918.94039194,0.0,-5.646948,0.031663,-916.943746,548.75
-918.94240928,-919.00817904,-918.96433253,0.0,-5.713683,0.024635,-916.943768,555.83
-918.96468914,-919.02974006,-918.98637278,0.0,-5.771521,0.017767,-916.943802,562.12
-918.98468366,-919.04908338,-919.00615023,0.0,-5.819464,0.011513,-916.943793,567.49
-919.00223334,-919.06610618,-919.02352429,0.0,-5.85666,0.006298,-916.943809,571.82
-919.01710698,-919.0806925,-919.03830216,0.0,-5.882421,0.002491,-916.943741,575.04
-919.02926496,-919.09264877,-919.0503929,0.0,-5.896235,0.000377,-916.943619,577.08
-919.03872378,-919.10221033,-919.05988597,0.0,-5.89778,0.000136,-916.943524,577.9
-919.04545446,-919.1092882,-919.06673238,0.0,-5.886924,0.001833,-916.943416,577.48
-919.04975082,-919.1141716,-919.07122441,0.0,-5.863734,0.005411,-916.943404,575.86
-919.05166414,-919.11688865,-919.07340565,0.0,-5.828467,0.010696,-916.943309,573.07
-919.05169179,-919.11790219,-919.07376192,0.0,-5.781566,0.017409,-916.943231,569.2
-919.05013548,-919.11747284,-919.07258127,0.0,-5.723644,0.025193,-916.943104,564.35
-919.0473669,-919.11592952,-919.07022111,0.0,-5.655473,0.033628,-916.94298,558.62
-919.04383761,-919.11368121,-919.06711881,0.0,-5.577963,0.042268,-916.942846,552.15
-919.04006114,-919.11120337,-919.06377521,0.0,-5.492141,0.050665,-916.942747,545.07
-919.03630807,-919.10873637,-919.06045084,0.0,-5.399131,0.0584,-916.942618,537.52
-919.03292598,-919.10660445,-919.05748547,0.0,-5.300132,0.065099,-916.942466,529.65
-919.03037909,-919.10525395,-919.05533738,0.0,-5.196394,0.070459,-916.942327,521.58
-919.02927441,-919.10527645,-919.05460842,0.0,-5.089198,0.074256,-916.942268,513.48
-919.02998503,-919.10702951,-919.05566652,0.0,-4.979831,0.076363,-916.942225,505.48
-919.03269254,-919.11067859,-919.05868789,0.0,-4.869563,0.076739,-916.942133,497.68
-919.03785177,-919.11666112,-919.06412155,0.0,-4.759634,0.075428,-916.942092,490.2
-919.0456429,-919.1251667,-919.07215083,0.0,-4.651231,0.072554,-916.941924,483.15
-919.05629691,-919.13635482,-919.08298288,0.0,-4.545474,0.068309,-916.941692,476.6
-919.06991875,-919.15034504,-919.09672751,0.0,-4.443405,0.062928,-916.941466,470.61
-919.0866095,-919.16724506,-919.11348802,0.0,-4.345975,0.056682,-916.941226,465.24
-919.10637614,-919.18701298,-919.13325509,0.0,-4.254038,0.04986,-916.941029,460.53
-919.1291284,-919.20962813,-919.15596164,0.0,-4.16834,0.042751,-916.940824,456.51
-919.15494548,-919.23513214,-919.18167437,0.0,-4.089523,0.035634,-916.940692,453.2
-919.18358705,-919.26331603,-919.21016337,0.0,-4.018111,0.028764,-916.940528,450.61
-919.21483922,-919.29398991,-919.24122278,0.0,-3.954515,0.022364,-916.940377,448.75
-919.24844713,-919.32692511,-919.27460646,0.0,-3.899031,0.016612,-916.940205,447.6
-919.2844169,-919.36215666,-919.31033015,0.0,-3.851844,0.011645,-916.940047,447.16
-919.32242682,-919.39939221,-919.34808195,0.0,-3.813023,0.007552,-916.939823,447.41
-919.36223451,-919.43841759,-919.38762887,0.0,-3.782529,0.004373,-916.939606,448.33
-919.40341838,-919.47883605,-919.4285576,0.0,-3.760215,0.002102,-916.939399,449.87
-919.44557548,-919.52026288,-919.47047128,0.0,-3.745838,0.000692,-916.939205,452.0
-919.48834974,-919.56232203,-919.51300717,0.0,-3.739058,6e-05,-916.939028,454.66
-919.53132219,-919.60466912,-919.55577116,0.0,-3.739456,9.4e-05,-916.938923,457.8
-919.5740332,-919.64679992,-919.59828877,0.0,-3.74653,0.000665,-916.938818,461.36
-919.61605045,-919.68827975,-919.64012689,0.0,-3.759716,0.00163,-916.938673,465.3
-919.65711139,-919.72881791,-919.68101356,0.0,-3.77839,0.002844,-916.938586,469.53
-919.69678456,-919.76794366,-919.72050426,0.0,-3.801877,0.004165,-916.938508,474.01
-919.73466481,-919.80523619,-919.7581886,0.0,-3.829468,0.005464,-916.938388,478.66
-919.77047849,-919.84039631,-919.79378443,0.0,-3.860424,0.00663,-916.938288,483.41
-919.803702,-919.8728801,-919.82676137,0.0,-3.893991,0.007573,-916.93815,488.18
-919.83395275,-919.90229508,-919.85673353,0.0,-3.929411,0.008231,-916.938009,492.89
-919.86107643,-919.92848849,-919.88354712,0.0,-3.965936,0.008569,-916.937908,497.48
-919.884899,-919.9512986,-919.9070322,0.0,-4.002837,0.008578,-916.937797,501.87
-919.90518006,-919.97050579,-919.92695531,0.0,-4.039418,0.008273,-916.93766,506.02
-919.92184245,-919.98606069,-919.94324853,0.0,-4.075018,0.007691,-916.937585,509.84
-919.93460707,-919.99771433,-919.95564282,0.0,-4.109032,0.006887,-916.937482,513.29
-919.94336659,-920.0053888,-919.96404066,0.0,-4.14091,0.005927,-916.937373,516.31
-919.94826645,-920.00925413,-919.96859568,0.0,-4.170175,0.004882,-916.937262,518.86
-919.949317,-920.00933816,-919.96932405,0.0,-4.196419,0.003823,-916.937083,520.92
-919.94673697,-920.00587111,-919.96644835,0.0,-4.219317,0.002817,-916.936981,522.47
-919.94073565,-919.99903327,-919.96016819,0.0,-4.238621,0.001918,-916.936932,523.5
-919.93132629,-919.98887232,-919.9505083,0.0,-4.254167,0.001171,-916.936804,524.01
-919.91882458,-919.97563204,-919.9377604,0.0,-4.265875,0.000602,-916.936639,524.0
-919.90350088,-919.95963859,-919.92221345,0.0,-4.273746,0.000224,-916.936348,523.51
-919.88600248,-919.94148308,-919.90449601,0.0,-4.277856,3.2e-05,-916.936139,522.58
